task_id	name	status	exit	realtime	peak_vmem	peak_rss
1	check_inputs	COMPLETED	0	7.2s	774.2 MB	336 MB
4	perform_grna_precomputation (2)	COMPLETED	0	5.7s	875.4 MB	402.7 MB
2	perform_grna_precomputation (1)	COMPLETED	0	5.2s	875.4 MB	402.8 MB
5	perform_grna_precomputation (3)	COMPLETED	0	5.3s	886.4 MB	413.9 MB
8	perform_grna_precomputation (4)	COMPLETED	0	5.2s	875.4 MB	402.8 MB
9	perform_grna_precomputation (5)	COMPLETED	0	5.6s	886.4 MB	413.9 MB
12	perform_grna_precomputation (7)	COMPLETED	0	5.4s	886.4 MB	413.9 MB
11	perform_grna_precomputation (6)	COMPLETED	0	5.2s	886.4 MB	414 MB
18	perform_grna_precomputation (10)	COMPLETED	0	6.9s	845.5 MB	372.7 MB
14	perform_grna_precomputation (8)	COMPLETED	0	5.1s	886.4 MB	413.9 MB
21	perform_grna_precomputation (12)	COMPLETED	0	5.8s	834.5 MB	361.9 MB
23	perform_grna_precomputation (14)	COMPLETED	0	5s	886.4 MB	414 MB
20	perform_grna_precomputation (11)	COMPLETED	0	4.9s	886.4 MB	413.7 MB
15	perform_grna_precomputation (9)	COMPLETED	0	4.9s	886.4 MB	413.8 MB
22	perform_grna_precomputation (13)	COMPLETED	0	5.4s	886.4 MB	413.8 MB
28	perform_grna_precomputation (16)	COMPLETED	0	5s	886.4 MB	413.7 MB
30	perform_grna_precomputation (17)	COMPLETED	0	5.5s	875.4 MB	402.6 MB
32	perform_grna_precomputation (18)	COMPLETED	0	4.1s	845.5 MB	373 MB
24	perform_grna_precomputation (15)	COMPLETED	0	4.2s	845.5 MB	373 MB
40	perform_grna_precomputation (20)	COMPLETED	0	6.1s	886.4 MB	413.7 MB
41	perform_grna_precomputation (21)	COMPLETED	0	5.8s	845.5 MB	372.7 MB
36	perform_grna_precomputation (19)	COMPLETED	0	5.9s	886.4 MB	413.7 MB
45	perform_grna_precomputation (23)	COMPLETED	0	5.2s	886.4 MB	413.7 MB
42	perform_grna_precomputation (22)	COMPLETED	0	5.2s	886.4 MB	413.7 MB
47	perform_grna_precomputation (24)	COMPLETED	0	5.2s	886.4 MB	413.7 MB
50	perform_grna_precomputation (26)	COMPLETED	0	5.2s	886.4 MB	413.7 MB
49	perform_grna_precomputation (25)	COMPLETED	0	5.2s	886.4 MB	413.7 MB
51	perform_grna_precomputation (27)	COMPLETED	0	5.2s	884 MB	411.4 MB
53	perform_grna_precomputation (28)	COMPLETED	0	5.9s	801.4 MB	328.7 MB
55	perform_grna_precomputation (29)	COMPLETED	0	5.4s	886.4 MB	413.7 MB
57	perform_grna_precomputation (30)	COMPLETED	0	5s	886.4 MB	413.7 MB
58	perform_grna_precomputation (31)	COMPLETED	0	5s	801.4 MB	328.7 MB
61	perform_grna_precomputation (32)	COMPLETED	0	5s	801.4 MB	328.7 MB
64	perform_grna_precomputation (33)	COMPLETED	0	5.1s	875.4 MB	402.8 MB
66	perform_grna_precomputation (34)	COMPLETED	0	5.2s	886.4 MB	413.9 MB
70	perform_grna_precomputation (36)	COMPLETED	0	5.5s	886.4 MB	414 MB
71	perform_grna_precomputation (37)	COMPLETED	0	4.3s	845.5 MB	374.2 MB
67	perform_grna_precomputation (35)	COMPLETED	0	4.4s	834.5 MB	353.2 MB
75	perform_grna_precomputation (39)	COMPLETED	0	6.2s	845.5 MB	372.7 MB
78	perform_grna_precomputation (41)	COMPLETED	0	5s	755.3 MB	314.6 MB
76	perform_grna_precomputation (40)	COMPLETED	0	5.8s	845.5 MB	372.7 MB
79	perform_grna_precomputation (42)	COMPLETED	0	5s	801.4 MB	328.7 MB
81	perform_grna_precomputation (43)	COMPLETED	0	5.4s	845.5 MB	372.7 MB
82	perform_grna_precomputation (44)	COMPLETED	0	5.6s	853.4 MB	380.7 MB
84	perform_grna_precomputation (45)	COMPLETED	0	5.5s	845.5 MB	372.7 MB
73	perform_grna_precomputation (38)	COMPLETED	0	4.3s	845.5 MB	373 MB
85	perform_grna_precomputation (46)	COMPLETED	0	5.4s	886.4 MB	413.8 MB
86	perform_grna_precomputation (47)	COMPLETED	0	5.4s	875.4 MB	402.6 MB
91	perform_grna_precomputation (49)	COMPLETED	0	4.6s	886.4 MB	413.8 MB
88	perform_grna_precomputation (48)	COMPLETED	0	4.3s	845.5 MB	374 MB
92	perform_grna_precomputation (50)	COMPLETED	0	5.1s	801.4 MB	328.7 MB
95	perform_grna_precomputation (51)	COMPLETED	0	5.1s	886.4 MB	413.7 MB
153	join_grna_precomputations	COMPLETED	0	858ms	372.8 MB	43.9 MB
37	perform_gene_precomputation (17)	COMPLETED	0	34m 24s	1.1 GB	653.2 MB
38	perform_gene_precomputation (18)	COMPLETED	0	35m 51s	1.1 GB	674 MB
46	perform_gene_precomputation (22)	COMPLETED	0	35m 9s	1.1 GB	680.5 MB
3	perform_gene_precomputation (1)	COMPLETED	0	40m 44s	1.1 GB	676 MB
69	perform_gene_precomputation (33)	COMPLETED	0	35m 18s	1.2 GB	699.6 MB
72	perform_gene_precomputation (34)	COMPLETED	0	35m 23s	1.1 GB	691.9 MB
6	perform_gene_precomputation (2)	COMPLETED	0	43m 19s	1.1 GB	673.9 MB
93	perform_gene_precomputation (42)	COMPLETED	0	35m 17s	1.1 GB	650 MB
10	perform_gene_precomputation (4)	COMPLETED	0	43m 35s	1.1 GB	661.3 MB
16	perform_gene_precomputation (6)	COMPLETED	0	43m 12s	1.1 GB	675.2 MB
13	perform_gene_precomputation (5)	COMPLETED	0	42m 52s	1.1 GB	671.6 MB
25	perform_gene_precomputation (9)	COMPLETED	0	42m 48s	1.1 GB	694 MB
27	perform_gene_precomputation (11)	COMPLETED	0	41m 56s	1.1 GB	680.3 MB
90	perform_gene_precomputation (41)	COMPLETED	0	36m	1.1 GB	651.5 MB
26	perform_gene_precomputation (10)	COMPLETED	0	43m	1.1 GB	685.8 MB
34	perform_gene_precomputation (15)	COMPLETED	0	42m 50s	1.1 GB	686.1 MB
35	perform_gene_precomputation (16)	COMPLETED	0	42m 42s	1.1 GB	669.8 MB
33	perform_gene_precomputation (14)	COMPLETED	0	43m 40s	1.1 GB	673.7 MB
43	perform_gene_precomputation (20)	COMPLETED	0	42m 31s	1.1 GB	681.8 MB
52	perform_gene_precomputation (24)	COMPLETED	0	41m 51s	1.2 GB	717.3 MB
54	perform_gene_precomputation (25)	COMPLETED	0	42m 12s	1.1 GB	687.2 MB
63	perform_gene_precomputation (30)	COMPLETED	0	41m 10s	1.1 GB	666.7 MB
7	perform_gene_precomputation (3)	COMPLETED	0	46m 41s	1.1 GB	674.7 MB
17	perform_gene_precomputation (7)	COMPLETED	0	45m 49s	1.1 GB	672 MB
31	perform_gene_precomputation (13)	COMPLETED	0	44m 44s	1.1 GB	668.4 MB
44	perform_gene_precomputation (21)	COMPLETED	0	43m 55s	1.1 GB	684.7 MB
65	perform_gene_precomputation (31)	COMPLETED	0	41m 5s	1.1 GB	654.2 MB
62	perform_gene_precomputation (29)	COMPLETED	0	42m 50s	1.1 GB	686.1 MB
68	perform_gene_precomputation (32)	COMPLETED	0	41m 33s	1.1 GB	683.6 MB
115	perform_gene_precomputation (63)	COMPLETED	0	34m 36s	1.1 GB	673.1 MB
29	perform_gene_precomputation (12)	COMPLETED	0	46m 12s	1.1 GB	675 MB
39	perform_gene_precomputation (19)	COMPLETED	0	44m 8s	1.1 GB	673.4 MB
56	perform_gene_precomputation (26)	COMPLETED	0	43m 38s	1.1 GB	654.9 MB
59	perform_gene_precomputation (27)	COMPLETED	0	43m 18s	1.1 GB	682.7 MB
48	perform_gene_precomputation (23)	COMPLETED	0	44m 23s	1.1 GB	686.7 MB
60	perform_gene_precomputation (28)	COMPLETED	0	43m 16s	1.1 GB	659.2 MB
100	perform_gene_precomputation (48)	COMPLETED	0	39m 52s	1.1 GB	682.9 MB
94	perform_gene_precomputation (43)	COMPLETED	0	40m 55s	1.1 GB	653.2 MB
98	perform_gene_precomputation (46)	COMPLETED	0	41m 54s	1.1 GB	661.5 MB
77	perform_gene_precomputation (36)	COMPLETED	0	43m 39s	1.1 GB	685.6 MB
83	perform_gene_precomputation (38)	COMPLETED	0	43m 6s	1.1 GB	681.9 MB
87	perform_gene_precomputation (39)	COMPLETED	0	42m 53s	1.1 GB	655.5 MB
97	perform_gene_precomputation (45)	COMPLETED	0	42m 3s	1.1 GB	683.2 MB
74	perform_gene_precomputation (35)	COMPLETED	0	43m 56s	1.2 GB	708.7 MB
89	perform_gene_precomputation (40)	COMPLETED	0	43m 31s	1.1 GB	684.1 MB
104	perform_gene_precomputation (52)	COMPLETED	0	41m 4s	1.1 GB	667.3 MB
80	perform_gene_precomputation (37)	COMPLETED	0	44m 39s	1.1 GB	654.5 MB
96	perform_gene_precomputation (44)	COMPLETED	0	43m 33s	1.1 GB	656.8 MB
105	perform_gene_precomputation (53)	COMPLETED	0	41m 40s	1.1 GB	659 MB
107	perform_gene_precomputation (55)	COMPLETED	0	41m 19s	1.1 GB	676.1 MB
99	perform_gene_precomputation (47)	COMPLETED	0	44m 3s	1.1 GB	678.6 MB
106	perform_gene_precomputation (54)	COMPLETED	0	41m 21s	1.1 GB	670.1 MB
19	perform_gene_precomputation (8)	COMPLETED	0	51m 41s	1.1 GB	666.3 MB
108	perform_gene_precomputation (56)	COMPLETED	0	41m 18s	1.1 GB	654.4 MB
109	perform_gene_precomputation (57)	COMPLETED	0	40m 44s	1.1 GB	673.2 MB
112	perform_gene_precomputation (60)	COMPLETED	0	39m 48s	1.2 GB	697.3 MB
103	perform_gene_precomputation (51)	COMPLETED	0	43m 10s	1.1 GB	691.7 MB
101	perform_gene_precomputation (49)	COMPLETED	0	43m 49s	1.1 GB	683.6 MB
110	perform_gene_precomputation (58)	COMPLETED	0	41m 17s	1.1 GB	672.2 MB
111	perform_gene_precomputation (59)	COMPLETED	0	41m 13s	1.1 GB	669.6 MB
114	perform_gene_precomputation (62)	COMPLETED	0	41m 30s	1.1 GB	673.8 MB
113	perform_gene_precomputation (61)	COMPLETED	0	41m 56s	1.1 GB	688.3 MB
120	perform_gene_precomputation (68)	COMPLETED	0	40m 35s	1.1 GB	674.1 MB
102	perform_gene_precomputation (50)	COMPLETED	0	45m 49s	1.1 GB	679 MB
118	perform_gene_precomputation (66)	COMPLETED	0	41m 52s	1.1 GB	652.5 MB
136	perform_gene_precomputation (84)	COMPLETED	0	34m 53s	1.1 GB	687.2 MB
117	perform_gene_precomputation (65)	COMPLETED	0	42m 56s	1.1 GB	670.3 MB
121	perform_gene_precomputation (69)	COMPLETED	0	41m 31s	1.1 GB	669.4 MB
122	perform_gene_precomputation (70)	COMPLETED	0	41m 10s	1.1 GB	671.8 MB
123	perform_gene_precomputation (71)	COMPLETED	0	41m 4s	1.1 GB	648.9 MB
119	perform_gene_precomputation (67)	COMPLETED	0	43m 15s	1.1 GB	673.9 MB
125	perform_gene_precomputation (73)	COMPLETED	0	40m 12s	1.1 GB	685.9 MB
116	perform_gene_precomputation (64)	COMPLETED	0	46m 34s	1.1 GB	683.7 MB
145	perform_gene_precomputation (93)	COMPLETED	0	34m 53s	1.1 GB	677.8 MB
126	perform_gene_precomputation (74)	COMPLETED	0	42m 30s	1.1 GB	674.2 MB
124	perform_gene_precomputation (72)	COMPLETED	0	45m 9s	1.1 GB	692 MB
127	perform_gene_precomputation (75)	COMPLETED	0	43m 31s	1.1 GB	673 MB
130	perform_gene_precomputation (78)	COMPLETED	0	42m 43s	1.1 GB	676.4 MB
129	perform_gene_precomputation (77)	COMPLETED	0	43m 42s	1.1 GB	677.3 MB
137	perform_gene_precomputation (85)	COMPLETED	0	41m 20s	1.1 GB	664.5 MB
150	perform_gene_precomputation (98)	COMPLETED	0	33m 6s	1.1 GB	672.7 MB
128	perform_gene_precomputation (76)	COMPLETED	0	44m 50s	1.1 GB	660.1 MB
131	perform_gene_precomputation (79)	COMPLETED	0	43m 58s	1.1 GB	687.6 MB
132	perform_gene_precomputation (80)	COMPLETED	0	43m 6s	1.1 GB	687.2 MB
134	perform_gene_precomputation (82)	COMPLETED	0	43m 14s	1.1 GB	668.3 MB
138	perform_gene_precomputation (86)	COMPLETED	0	42m 11s	1.1 GB	685.5 MB
133	perform_gene_precomputation (81)	COMPLETED	0	44m 21s	1.1 GB	693.5 MB
140	perform_gene_precomputation (88)	COMPLETED	0	42m 19s	1.1 GB	680.7 MB
139	perform_gene_precomputation (87)	COMPLETED	0	43m 3s	1.1 GB	671.3 MB
141	perform_gene_precomputation (89)	COMPLETED	0	41m 55s	1.1 GB	661.1 MB
135	perform_gene_precomputation (83)	COMPLETED	0	45m 34s	1.1 GB	656.9 MB
142	perform_gene_precomputation (90)	COMPLETED	0	44m 55s	1.1 GB	665.4 MB
143	perform_gene_precomputation (91)	COMPLETED	0	43m 29s	1.2 GB	701.3 MB
146	perform_gene_precomputation (94)	COMPLETED	0	41m 23s	1.1 GB	664.2 MB
144	perform_gene_precomputation (92)	COMPLETED	0	43m 31s	1.1 GB	675.1 MB
147	perform_gene_precomputation (95)	COMPLETED	0	42m 7s	1.1 GB	665.9 MB
149	perform_gene_precomputation (97)	COMPLETED	0	41m 36s	1.1 GB	689.4 MB
148	perform_gene_precomputation (96)	COMPLETED	0	41m 39s	1.1 GB	665.7 MB
152	perform_gene_precomputation (100)	COMPLETED	0	43m 11s	1.1 GB	665.5 MB
151	perform_gene_precomputation (99)	COMPLETED	0	46m 45s	1.1 GB	664.6 MB
154	join_gene_precomputations	COMPLETED	0	1.1s	375.8 MB	47 MB
156	perform_pairwise_association_test (2)	COMPLETED	0	7m 26s	3 GB	2.5 GB
158	perform_pairwise_association_test (4)	COMPLETED	0	8m 34s	3 GB	2.5 GB
155	perform_pairwise_association_test (1)	COMPLETED	0	9m 35s	3 GB	2.6 GB
157	perform_pairwise_association_test (3)	COMPLETED	0	9m 16s	3 GB	2.5 GB
163	perform_pairwise_association_test (9)	COMPLETED	0	8m 40s	3 GB	2.5 GB
160	perform_pairwise_association_test (6)	COMPLETED	0	9m 4s	3 GB	2.5 GB
165	perform_pairwise_association_test (11)	COMPLETED	0	8m 45s	3 GB	2.6 GB
159	perform_pairwise_association_test (5)	COMPLETED	0	9m 30s	3 GB	2.5 GB
161	perform_pairwise_association_test (7)	COMPLETED	0	9m 43s	3 GB	2.5 GB
162	perform_pairwise_association_test (8)	COMPLETED	0	10m	3 GB	2.5 GB
164	perform_pairwise_association_test (10)	COMPLETED	0	9m 56s	3 GB	2.5 GB
167	perform_pairwise_association_test (13)	COMPLETED	0	9m 36s	3 GB	2.6 GB
175	perform_pairwise_association_test (21)	COMPLETED	0	8m 46s	3 GB	2.5 GB
171	perform_pairwise_association_test (17)	COMPLETED	0	9m 4s	3 GB	2.5 GB
170	perform_pairwise_association_test (16)	COMPLETED	0	9m	3 GB	2.5 GB
172	perform_pairwise_association_test (18)	COMPLETED	0	9m 23s	3 GB	2.5 GB
173	perform_pairwise_association_test (19)	COMPLETED	0	9m 44s	3 GB	2.5 GB
168	perform_pairwise_association_test (14)	COMPLETED	0	9m 50s	3 GB	2.5 GB
169	perform_pairwise_association_test (15)	COMPLETED	0	9m 46s	3 GB	2.5 GB
174	perform_pairwise_association_test (20)	COMPLETED	0	9m 16s	3.2 GB	2.7 GB
176	perform_pairwise_association_test (22)	COMPLETED	0	8m 57s	3 GB	2.5 GB
166	perform_pairwise_association_test (12)	COMPLETED	0	11m 9s	3 GB	2.5 GB
182	perform_pairwise_association_test (28)	COMPLETED	0	9m 6s	3 GB	2.5 GB
178	perform_pairwise_association_test (24)	COMPLETED	0	9m 17s	3 GB	2.5 GB
177	perform_pairwise_association_test (23)	COMPLETED	0	9m 56s	3 GB	2.5 GB
179	perform_pairwise_association_test (25)	COMPLETED	0	9m 11s	3 GB	2.5 GB
181	perform_pairwise_association_test (27)	COMPLETED	0	9m 20s	3 GB	2.5 GB
183	perform_pairwise_association_test (29)	COMPLETED	0	9m 19s	3 GB	2.5 GB
186	perform_pairwise_association_test (32)	COMPLETED	0	8m 28s	3 GB	2.5 GB
191	perform_pairwise_association_test (37)	COMPLETED	0	8m 6s	3 GB	2.5 GB
184	perform_pairwise_association_test (30)	COMPLETED	0	9m 33s	3 GB	2.5 GB
185	perform_pairwise_association_test (31)	COMPLETED	0	9m 28s	3 GB	2.5 GB
187	perform_pairwise_association_test (33)	COMPLETED	0	9m 15s	3 GB	2.5 GB
188	perform_pairwise_association_test (34)	COMPLETED	0	8m 52s	3 GB	2.5 GB
190	perform_pairwise_association_test (36)	COMPLETED	0	8m 25s	3 GB	2.5 GB
189	perform_pairwise_association_test (35)	COMPLETED	0	8m 47s	3 GB	2.5 GB
193	perform_pairwise_association_test (39)	COMPLETED	0	8m 38s	3 GB	2.5 GB
196	perform_pairwise_association_test (42)	COMPLETED	0	9m 28s	3 GB	2.5 GB
197	perform_pairwise_association_test (43)	COMPLETED	0	9m 15s	3 GB	2.5 GB
202	perform_pairwise_association_test (48)	COMPLETED	0	7m 23s	3 GB	2.5 GB
192	perform_pairwise_association_test (38)	COMPLETED	0	9m 50s	3 GB	2.5 GB
194	perform_pairwise_association_test (40)	COMPLETED	0	9m 51s	3.2 GB	2.7 GB
180	perform_pairwise_association_test (26)	COMPLETED	0	11m 39s	3 GB	2.5 GB
195	perform_pairwise_association_test (41)	COMPLETED	0	9m 44s	3 GB	2.5 GB
198	perform_pairwise_association_test (44)	COMPLETED	0	8m 57s	3 GB	2.5 GB
199	perform_pairwise_association_test (45)	COMPLETED	0	9m 12s	3 GB	2.5 GB
201	perform_pairwise_association_test (47)	COMPLETED	0	9m 26s	3 GB	2.5 GB
206	perform_pairwise_association_test (52)	COMPLETED	0	9m	3 GB	2.5 GB
200	perform_pairwise_association_test (46)	COMPLETED	0	9m 36s	3 GB	2.5 GB
204	perform_pairwise_association_test (50)	COMPLETED	0	9m 25s	3 GB	2.5 GB
205	perform_pairwise_association_test (51)	COMPLETED	0	9m 30s	3 GB	2.5 GB
209	perform_pairwise_association_test (55)	COMPLETED	0	8m 59s	3 GB	2.5 GB
203	perform_pairwise_association_test (49)	COMPLETED	0	10m 9s	3 GB	2.5 GB
208	perform_pairwise_association_test (54)	COMPLETED	0	9m 34s	3 GB	2.5 GB
212	perform_pairwise_association_test (58)	COMPLETED	0	9m 1s	3 GB	2.5 GB
211	perform_pairwise_association_test (57)	COMPLETED	0	8m 43s	3 GB	2.5 GB
207	perform_pairwise_association_test (53)	COMPLETED	0	10m 11s	3 GB	2.5 GB
214	perform_pairwise_association_test (60)	COMPLETED	0	9m 27s	3 GB	2.5 GB
215	perform_pairwise_association_test (61)	COMPLETED	0	8m 38s	3 GB	2.5 GB
210	perform_pairwise_association_test (56)	COMPLETED	0	9m 41s	3 GB	2.5 GB
218	perform_pairwise_association_test (64)	COMPLETED	0	9m 9s	3 GB	2.5 GB
219	perform_pairwise_association_test (65)	COMPLETED	0	9m 18s	3 GB	2.5 GB
220	perform_pairwise_association_test (66)	COMPLETED	0	9m 2s	3 GB	2.5 GB
217	perform_pairwise_association_test (63)	COMPLETED	0	9m 32s	3 GB	2.5 GB
221	perform_pairwise_association_test (67)	COMPLETED	0	9m 26s	3 GB	2.5 GB
223	perform_pairwise_association_test (69)	COMPLETED	0	9m 31s	3 GB	2.5 GB
222	perform_pairwise_association_test (68)	COMPLETED	0	9m 32s	3 GB	2.5 GB
216	perform_pairwise_association_test (62)	COMPLETED	0	10m 8s	3 GB	2.5 GB
224	perform_pairwise_association_test (70)	COMPLETED	0	9m 26s	3 GB	2.5 GB
225	perform_pairwise_association_test (71)	COMPLETED	0	9m 28s	3 GB	2.5 GB
226	perform_pairwise_association_test (72)	COMPLETED	0	9m 34s	3 GB	2.5 GB
231	perform_pairwise_association_test (77)	COMPLETED	0	9m 6s	3 GB	2.5 GB
232	perform_pairwise_association_test (78)	COMPLETED	0	8m 49s	3 GB	2.5 GB
234	perform_pairwise_association_test (80)	COMPLETED	0	8m 49s	3 GB	2.5 GB
235	perform_pairwise_association_test (81)	COMPLETED	0	9m	3 GB	2.5 GB
230	perform_pairwise_association_test (76)	COMPLETED	0	9m 37s	3 GB	2.5 GB
233	perform_pairwise_association_test (79)	COMPLETED	0	9m 19s	3.2 GB	2.6 GB
213	perform_pairwise_association_test (59)	COMPLETED	0	11m 41s	3.2 GB	2.7 GB
227	perform_pairwise_association_test (73)	COMPLETED	0	10m 8s	3 GB	2.5 GB
228	perform_pairwise_association_test (74)	COMPLETED	0	10m 11s	3 GB	2.5 GB
238	perform_pairwise_association_test (84)	COMPLETED	0	9m 17s	3 GB	2.5 GB
240	perform_pairwise_association_test (86)	COMPLETED	0	9m 31s	3 GB	2.5 GB
236	perform_pairwise_association_test (82)	COMPLETED	0	9m 56s	3 GB	2.5 GB
237	perform_pairwise_association_test (83)	COMPLETED	0	9m 49s	3 GB	2.5 GB
248	perform_pairwise_association_test (94)	COMPLETED	0	9m 4s	3 GB	2.5 GB
239	perform_pairwise_association_test (85)	COMPLETED	0	9m 59s	3 GB	2.5 GB
245	perform_pairwise_association_test (91)	COMPLETED	0	8m 39s	3 GB	2.5 GB
246	perform_pairwise_association_test (92)	COMPLETED	0	8m 50s	3 GB	2.5 GB
243	perform_pairwise_association_test (89)	COMPLETED	0	9m 30s	3 GB	2.5 GB
247	perform_pairwise_association_test (93)	COMPLETED	0	9m 28s	3 GB	2.5 GB
249	perform_pairwise_association_test (95)	COMPLETED	0	9m 8s	3 GB	2.5 GB
251	perform_pairwise_association_test (97)	COMPLETED	0	9m 19s	3 GB	2.5 GB
255	perform_pairwise_association_test (101)	COMPLETED	0	8m 56s	3 GB	2.6 GB
256	perform_pairwise_association_test (102)	COMPLETED	0	8m 51s	3 GB	2.5 GB
244	perform_pairwise_association_test (90)	COMPLETED	0	9m 40s	3 GB	2.5 GB
241	perform_pairwise_association_test (87)	COMPLETED	0	9m 35s	3 GB	2.5 GB
260	perform_pairwise_association_test (106)	COMPLETED	0	9m 8s	3 GB	2.5 GB
267	perform_pairwise_association_test (113)	COMPLETED	0	7m 46s	3 GB	2.5 GB
242	perform_pairwise_association_test (88)	COMPLETED	0	10m 25s	3 GB	2.5 GB
250	perform_pairwise_association_test (96)	COMPLETED	0	9m 29s	3 GB	2.5 GB
254	perform_pairwise_association_test (100)	COMPLETED	0	9m 23s	3 GB	2.5 GB
257	perform_pairwise_association_test (103)	COMPLETED	0	9m 33s	3 GB	2.5 GB
259	perform_pairwise_association_test (105)	COMPLETED	0	9m 19s	3 GB	2.5 GB
252	perform_pairwise_association_test (98)	COMPLETED	0	10m 6s	3 GB	2.5 GB
253	perform_pairwise_association_test (99)	COMPLETED	0	9m 16s	3.1 GB	2.6 GB
258	perform_pairwise_association_test (104)	COMPLETED	0	9m 42s	3 GB	2.5 GB
261	perform_pairwise_association_test (107)	COMPLETED	0	9m 25s	3 GB	2.5 GB
262	perform_pairwise_association_test (108)	COMPLETED	0	9m 34s	3 GB	2.6 GB
263	perform_pairwise_association_test (109)	COMPLETED	0	9m 21s	3 GB	2.6 GB
264	perform_pairwise_association_test (110)	COMPLETED	0	9m 30s	3 GB	2.5 GB
273	perform_pairwise_association_test (119)	COMPLETED	0	8m 36s	3 GB	2.5 GB
266	perform_pairwise_association_test (112)	COMPLETED	0	9m 24s	3 GB	2.5 GB
268	perform_pairwise_association_test (114)	COMPLETED	0	9m 45s	3 GB	2.5 GB
270	perform_pairwise_association_test (116)	COMPLETED	0	9m 30s	3 GB	2.5 GB
269	perform_pairwise_association_test (115)	COMPLETED	0	9m 29s	3 GB	2.5 GB
275	perform_pairwise_association_test (121)	COMPLETED	0	8m 54s	3 GB	2.5 GB
276	perform_pairwise_association_test (122)	COMPLETED	0	8m 52s	3 GB	2.5 GB
278	perform_pairwise_association_test (124)	COMPLETED	0	8m 37s	3 GB	2.5 GB
277	perform_pairwise_association_test (123)	COMPLETED	0	9m 13s	3 GB	2.5 GB
279	perform_pairwise_association_test (125)	COMPLETED	0	8m 53s	3 GB	2.5 GB
280	perform_pairwise_association_test (126)	COMPLETED	0	8m 58s	3 GB	2.5 GB
284	perform_pairwise_association_test (130)	COMPLETED	0	8m 56s	3 GB	2.5 GB
271	perform_pairwise_association_test (117)	COMPLETED	0	9m 3s	3 GB	2.5 GB
289	perform_pairwise_association_test (135)	COMPLETED	0	8m 31s	3 GB	2.5 GB
229	perform_pairwise_association_test (75)	COMPLETED	0	14m 24s	3 GB	2.5 GB
290	perform_pairwise_association_test (136)	COMPLETED	0	8m 31s	3 GB	2.5 GB
265	perform_pairwise_association_test (111)	COMPLETED	0	9m 28s	3 GB	2.5 GB
272	perform_pairwise_association_test (118)	COMPLETED	0	10m 8s	3.2 GB	2.6 GB
281	perform_pairwise_association_test (127)	COMPLETED	0	9m 23s	3 GB	2.5 GB
283	perform_pairwise_association_test (129)	COMPLETED	0	9m 13s	3 GB	2.5 GB
285	perform_pairwise_association_test (131)	COMPLETED	0	9m 21s	3 GB	2.5 GB
282	perform_pairwise_association_test (128)	COMPLETED	0	9m 24s	3 GB	2.5 GB
286	perform_pairwise_association_test (132)	COMPLETED	0	9m 30s	3 GB	2.5 GB
287	perform_pairwise_association_test (133)	COMPLETED	0	9m 33s	3 GB	2.5 GB
288	perform_pairwise_association_test (134)	COMPLETED	0	9m 31s	3 GB	2.5 GB
291	perform_pairwise_association_test (137)	COMPLETED	0	9m 16s	3 GB	2.5 GB
292	perform_pairwise_association_test (138)	COMPLETED	0	8m 53s	3 GB	2.5 GB
294	perform_pairwise_association_test (140)	COMPLETED	0	9m 24s	3 GB	2.5 GB
295	perform_pairwise_association_test (141)	COMPLETED	0	9m 2s	3 GB	2.5 GB
274	perform_pairwise_association_test (120)	COMPLETED	0	11m 26s	3 GB	2.5 GB
303	perform_pairwise_association_test (149)	COMPLETED	0	9m 19s	3 GB	2.5 GB
304	perform_pairwise_association_test (150)	COMPLETED	0	9m 10s	3 GB	2.5 GB
307	perform_pairwise_association_test (153)	COMPLETED	0	8m 45s	3 GB	2.5 GB
293	perform_pairwise_association_test (139)	COMPLETED	0	9m 48s	3.2 GB	2.7 GB
296	perform_pairwise_association_test (142)	COMPLETED	0	9m 49s	3 GB	2.5 GB
298	perform_pairwise_association_test (144)	COMPLETED	0	9m 23s	3 GB	2.5 GB
300	perform_pairwise_association_test (146)	COMPLETED	0	9m 37s	3 GB	2.5 GB
301	perform_pairwise_association_test (147)	COMPLETED	0	9m 2s	3 GB	2.6 GB
297	perform_pairwise_association_test (143)	COMPLETED	0	10m 1s	3 GB	2.5 GB
299	perform_pairwise_association_test (145)	COMPLETED	0	10m 28s	3 GB	2.5 GB
305	perform_pairwise_association_test (151)	COMPLETED	0	9m 37s	3 GB	2.5 GB
306	perform_pairwise_association_test (152)	COMPLETED	0	9m 24s	3 GB	2.5 GB
311	perform_pairwise_association_test (157)	COMPLETED	0	9m 8s	3 GB	2.5 GB
313	perform_pairwise_association_test (159)	COMPLETED	0	9m 16s	3 GB	2.5 GB
302	perform_pairwise_association_test (148)	COMPLETED	0	10m 22s	3 GB	2.5 GB
310	perform_pairwise_association_test (156)	COMPLETED	0	9m 47s	3 GB	2.5 GB
309	perform_pairwise_association_test (155)	COMPLETED	0	9m 37s	3 GB	2.5 GB
314	perform_pairwise_association_test (160)	COMPLETED	0	9m 26s	3 GB	2.5 GB
319	perform_pairwise_association_test (165)	COMPLETED	0	9m 36s	3 GB	2.5 GB
318	perform_pairwise_association_test (164)	COMPLETED	0	9m 31s	3 GB	2.5 GB
320	perform_pairwise_association_test (166)	COMPLETED	0	9m 37s	3 GB	2.5 GB
