"","replicate_id","overshoot_ratio","subsample","replicate_id.1","overshoot_ratio.1","subsample.1","replicate_id.2","overshoot_ratio.2","subsample.2","replicate_id.3","overshoot_ratio.3","subsample.3","replicate_id.4","overshoot_ratio.4","subsample.4","replicate_id.5","overshoot_ratio.5","subsample.5","replicate_id.6","overshoot_ratio.6","subsample.6","replicate_id.7","overshoot_ratio.7","subsample.7","replicate_id.8","overshoot_ratio.8","subsample.8","replicate_id.9","overshoot_ratio.9","subsample.9","replicate_id.10","overshoot_ratio.10","subsample.10","replicate_id.11","overshoot_ratio.11","subsample.11","replicate_id.12","overshoot_ratio.12","subsample.12","replicate_id.13","overshoot_ratio.13","subsample.13","replicate_id.14","overshoot_ratio.14","subsample.14","replicate_id.15","overshoot_ratio.15","subsample.15","replicate_id.16","overshoot_ratio.16","subsample.16","replicate_id.17","overshoot_ratio.17","subsample.17","replicate_id.18","overshoot_ratio.18","subsample.18","replicate_id.19","overshoot_ratio.19","subsample.19"
"21",21,0.418434739960066,1000,21,4.50694383491686,1000,21,4.03763016393896,1000,21,2.4243929183659,1000,21,1.4963545716784,1000,21,10.3676827985656,1000,21,8.40032174741732,1000,21,7.03305954484618,1000,21,11.3601503713499,1000,21,144.562821917037,1000,21,1.01852852411483,1000,21,0.899421758221324,1000,21,1.96920676620582,1000,21,1.64627630099127,1000,21,2.22125912437976,1000,21,5.62265791874683,1000,21,2.00617949476234,1000,21,1.86202078801267,1000,21,0.829294276785564,1000,21,1.15784564360419,1000
"22",22,0.766003929710686,1000,22,0.995119037116784,1000,22,3.52998631129656,1000,22,1.37445859854542,1000,22,4.84667856431222,1000,22,5.44248021630871,1000,22,4.48563698156254,1000,22,3.0274801496203,1000,22,29.7947415727098,1000,22,116.513063618763,1000,22,1.22615330171542,1000,22,1.08303863041821,1000,22,3.03373241724025,1000,22,2.21447974187792,1000,22,1.30891953484998,1000,22,1.9466419963865,1000,22,1.45230245903368,1000,22,0.912787714968158,1000,22,1.60259588061791,1000,22,1.88414798489965,1000
"23",23,0.712210353475288,1000,23,2.19193951106591,1000,23,3.48393490138422,1000,23,2.45030714754475,1000,23,0.913788757632858,1000,23,3.55460242157664,1000,23,5.42304826485346,1000,23,3.01905227047261,1000,23,11.4992746480858,1000,23,262.312543727633,1000,23,1.15738427342956,1000,23,2.63106818534058,1000,23,4.54020046150583,1000,23,2.1660388805709,1000,23,3.85909395431402,1000,23,2.09310724579304,1000,23,3.48199803037093,1000,23,2.32469176072447,1000,23,0.968263359669489,1000,23,1.46808068669859,1000
"24",24,0.0767421200380003,1000,24,0.787993411357638,1000,24,4.15071010765686,1000,24,3.97364162670298,1000,24,8.95275277026982,1000,24,16.3468954527804,1000,24,7.53206516637753,1000,24,3.39319070310068,1000,24,28.9411309066782,1000,24,120.539110859189,1000,24,1.00574588475216,1000,24,0.785930296207617,1000,24,1.65729877126264,1000,24,2.16613493661911,1000,24,1.06536882801712,1000,24,1.26039514036225,1000,24,1.82036989749834,1000,24,1.36494671110794,1000,24,0.883475216162653,1000,24,1.16095785154608,1000
"25",25,0.527608019034957,1000,25,3.13714995476867,1000,25,2.13412003301043,1000,25,8.38587688795937,1000,25,3.07261107140577,1000,25,3.97683353276395,1000,25,6.65200384589396,1000,25,15.7566776079983,1000,25,14.5020826300031,1000,25,202.588160214796,1000,25,0.96268013301916,1000,25,1.33718817461546,1000,25,6.04854941682054,1000,25,0.925075619098515,1000,25,1.28553449429599,1000,25,5.48753491138032,1000,25,1.37372743638231,1000,25,1.34576154387892,1000,25,0.984681911648274,1000,25,0.974009115253105,1000
"26",26,0.62481952770742,1000,26,5.02507730642845,1000,26,2.54909190175795,1000,26,3.84489410234171,1000,26,10.7752095673496,1000,26,6.16480239979605,1000,26,3.84284496591711,1000,26,10.251408446766,1000,26,29.3977017905289,1000,26,190.222412415961,1000,26,1.14882560698245,1000,26,0.961611248101725,1000,26,0.792141481670283,1000,26,1.84923598220673,1000,26,0.782448141305608,1000,26,3.01342674917104,1000,26,1.21034028810844,1000,26,1.27940787911229,1000,26,0.935852188870379,1000,26,1.19445828203677,1000
"27",27,0.496495492161184,1000,27,6.69429432673586,1000,27,7.90348614146093,1000,27,6.72167248837972,1000,27,2.92728190864032,1000,27,4.56874183473611,1000,27,9.41873387196816,1000,27,9.30617958981653,1000,27,21.026642599456,1000,27,182.754146789046,1000,27,1.07994629439108,1000,27,0.740191342602697,1000,27,2.15959014289169,1000,27,1.40386010354982,1000,27,0.733874570066584,1000,27,4.10778780056131,1000,27,0.771434535906118,1000,27,1.10683814859497,1000,27,1.32382554483859,1000,27,1.80136409268114,1000
"28",28,0.507920323130678,1000,28,1.75827633001611,1000,28,0.826888371817727,1000,28,3.29054649472757,1000,28,8.43687451994781,1000,28,15.6845007751745,1000,28,13.5309281164895,1000,28,7.39047516192214,1000,28,9.60954493088445,1000,28,133.37369104045,1000,28,1.16146253184356,1000,28,1.27913200725915,1000,28,4.53039641913344,1000,28,1.02525125372983,1000,28,1.7468737188923,1000,28,5.90245377117271,1000,28,1.58744244352545,1000,28,3.04506837249807,1000,28,2.59007943923898,1000,28,1.27379333569615,1000
"29",29,0.614798690153943,1000,29,3.72735140601295,1000,29,8.63728548085201,1000,29,4.62181717850799,1000,29,1.39939656893691,1000,29,4.07874198710573,1000,29,7.81760663177838,1000,29,4.22381475291833,1000,29,9.5598678421703,1000,29,175.559846031678,1000,29,1.21154254211349,1000,29,1.59190253954504,1000,29,0.889760567148651,1000,29,1.89724769589985,1000,29,2.08003472628911,1000,29,1.71433251843767,1000,29,4.22412659123831,1000,29,2.84965111219115,1000,29,1.04110411922179,1000,29,1.01771780783296,1000
"30",30,0.0098225161612875,1000,30,2.10874618525854,1000,30,1.81970444414264,1000,30,4.64221101448298,1000,30,5.05535361072975,1000,30,5.7161821853612,1000,30,4.82204185024079,1000,30,5.68491884586145,1000,30,5.09501929042352,1000,30,219.054752968406,1000,30,0.954775656221924,1000,30,1.10066459325117,1000,30,1.56753555071165,1000,30,0.930823392001111,1000,30,1.35013314957756,1000,30,10.1148838211884,1000,30,1.47783263172441,1000,30,0.94519342451026,1000,30,1.14938142984531,1000,30,1.83659580663541,1000
"31",31,0.692762032050327,1000,31,6.6570088420551,1000,31,2.44097696093558,1000,31,2.6342369415515,1000,31,2.83588617585595,1000,31,5.87660759881139,1000,31,8.67261755755008,1000,31,5.19928415337913,1000,31,27.2891689555264,1000,31,117.845979268807,1000,31,0.916144272180878,1000,31,1.72918893744244,1000,31,1.56706212890989,1000,31,0.933131285199073,1000,31,1.07697087777932,1000,31,2.64969751405109,1000,31,0.910637526544453,1000,31,2.51676943470169,1000,31,0.888570497048596,1000,31,0.840254766707904,1000
"32",32,0.407694044336656,1000,32,2.3532289433558,1000,32,2.49259644125466,1000,32,3.61690124963138,1000,32,1.78561497012029,1000,32,13.0965603602877,1000,32,2.43250227382266,1000,32,5.91825384816218,1000,32,12.6164366565845,1000,32,239.963838419847,1000,32,0.93803819448396,1000,32,0.808992346322148,1000,32,5.87101524079925,1000,32,0.878541499362347,1000,32,0.963571184843437,1000,32,2.79182865046135,1000,32,1.22257223941583,1000,32,1.2534788455943,1000,32,2.8464275151352,1000,32,0.836464103965207,1000
"33",33,0.521393339669961,1000,33,5.44080887375356,1000,33,1.93751658465356,1000,33,3.34964611600728,1000,33,2.05487166806059,1000,33,4.85845698838655,1000,33,8.68146835763996,1000,33,4.87373775560525,1000,33,2.80176179240504,1000,33,313.53060077981,1000,33,1.09481515631191,1000,33,0.871069590401322,1000,33,3.17246523330317,1000,33,2.54451280643699,1000,33,0.813756087577425,1000,33,4.18637370867558,1000,33,0.977679939603071,1000,33,0.915439848040129,1000,33,5.65691294388918,1000,33,1.08279886720834,1000
"34",34,0.662065249093885,1000,34,5.16985141203547,1000,34,7.49097020443473,1000,34,4.53042696100109,1000,34,14.9110042636334,1000,34,3.57512435175666,1000,34,11.8614879394383,1000,34,12.5592641799597,1000,34,11.4320367906734,1000,34,80.0476431330604,1000,34,0.936553016982536,1000,34,0.978957142974008,1000,34,1.09204263307183,1000,34,1.09685071531605,1000,34,0.880671626798536,1000,34,3.01419349511556,1000,34,0.931592393023835,1000,34,1.16133216129294,1000,34,1.00713580769503,1000,34,1.14898441451868,1000
"35",35,0.482623193374569,1000,35,5.03733608517233,1000,35,2.38127819079462,1000,35,0.823509293330048,1000,35,4.50741066700376,1000,35,3.56139450590583,1000,35,6.00766570791264,1000,35,8.15230210325125,1000,35,16.7177017512107,1000,35,209.328349980727,1000,35,1.16770831901564,1000,35,1.34007322525638,1000,35,1.10364051992828,1000,35,1.84485872826989,1000,35,0.810728281336619,1000,35,2.40284352571729,1000,35,3.33414851314921,1000,35,0.83690492807755,1000,35,1.01533915552002,1000,35,1.01923537673424,1000
"36",36,0.4946215181766,1000,36,1.2872476001903,1000,36,2.71325472078875,1000,36,0.703467939288726,1000,36,5.53892314438253,1000,36,9.66885390082483,1000,36,0.858374669271411,1000,36,4.05930214419266,1000,36,42.9879773464446,1000,36,79.8975783327938,1000,36,1.06029495155719,1000,36,1.42366427196733,1000,36,5.41139890025133,1000,36,3.27652319276592,1000,36,1.0457037636141,1000,36,3.13546318326252,1000,36,2.6316376960415,1000,36,0.974518114726909,1000,36,0.937686645768554,1000,36,1.35562895567513,1000
"37",37,0.687866061644537,1000,37,1.175775592293,1000,37,5.07644316504673,1000,37,2.24633770002924,1000,37,2.65850395004888,1000,37,3.07574834173027,1000,37,12.0765269411847,1000,37,3.44795685852176,1000,37,3.70993749620394,1000,37,87.6069612150573,1000,37,1.35613700137115,1000,37,2.20451574231657,1000,37,0.819221780181766,1000,37,1.21669585463234,1000,37,2.17936482836412,1000,37,3.20089383318844,1000,37,1.02680890905035,1000,37,1.23210018823598,1000,37,1.73232148423241,1000,37,3.97095774744349,1000
"38",38,0.471007099265986,1000,38,5.10781053059861,1000,38,3.94881792941879,1000,38,1.20920974117315,1000,38,0.779957598510865,1000,38,5.61796129444638,1000,38,6.39375365063029,1000,38,12.8234752198617,1000,38,21.0900612792976,1000,38,138.933967763004,1000,38,1.04696142962534,1000,38,2.55141312125566,1000,38,2.83513110386213,1000,38,2.05968288132721,1000,38,2.05032991070775,1000,38,1.32266308326967,1000,38,0.979273223821114,1000,38,0.870832077471748,1000,38,0.895033411721569,1000,38,1.11571017878238,1000
"39",39,0.513973578318128,1000,39,0.843945697564585,1000,39,4.31773335653179,1000,39,5.10625405981228,1000,39,3.85478499154816,1000,39,2.57909766423917,1000,39,18.5324149248358,1000,39,0.754010272580735,1000,39,14.4792650750666,1000,39,174.847751540134,1000,39,0.918482064339262,1000,39,1.22486275640545,1000,39,3.59610551241563,1000,39,1.64952317647692,1000,39,1.29038916471859,1000,39,5.47724309307718,1000,39,0.659255586628343,1000,39,2.4914091483863,1000,39,1.53806749336738,1000,39,0.991746783206984,1000
"40",40,0.620502899419366,1000,40,2.41375231882363,1000,40,0.797625883756406,1000,40,4.97587876640221,1000,40,1.26556861205981,1000,40,4.51155779080212,1000,40,1.5633522697716,1000,40,16.6299799162141,1000,40,27.1575553048714,1000,40,259.58626957447,1000,40,0.952791125049193,1000,40,1.86841536793802,1000,40,4.09431122661563,1000,40,0.824927611082417,1000,40,1.64430259484612,1000,40,2.53361745053415,1000,40,0.877477708194352,1000,40,2.48098172797584,1000,40,1.69790769824948,1000,40,0.985896740489972,1000
"41",41,0.581260528235865,1000,41,2.59256800656304,1000,41,0.746029545826732,1000,41,3.72888155060775,1000,41,7.30670547629264,1000,41,4.2965550072906,1000,41,10.4505636029286,1000,41,6.30782269232868,1000,41,19.9458032691707,1000,41,146.753552489899,1000,41,1.12810453454165,1000,41,0.926905112718429,1000,41,1.64468694612285,1000,41,1.5423424773554,1000,41,0.981995411534617,1000,41,1.60265908291102,1000,41,1.1626116529162,1000,41,1.01268776517033,1000,41,0.852579942084296,1000,41,1.77516382672708,1000
"42",42,0.566458463073007,1000,42,3.12175083536828,1000,42,3.39565038220265,1000,42,1.69130088288651,1000,42,14.2964672173392,1000,42,5.85378187779605,1000,42,4.50837347291434,1000,42,9.36144596019352,1000,42,24.7572010473485,1000,42,130.606322369969,1000,42,1.1938000046324,1000,42,0.947290195908485,1000,42,1.75238891009233,1000,42,3.48348284293718,1000,42,1.54974892133306,1000,42,6.12271847251211,1000,42,1.37014837216324,1000,42,0.954845235234235,1000,42,1.30794829338544,1000,42,1.69334602764212,1000
"43",43,0.0955866959425441,1000,43,1.95989451100215,1000,43,5.78966483151828,1000,43,5.01758517482548,1000,43,4.67362943325014,1000,43,2.43561569273174,1000,43,18.5277299353859,1000,43,7.78864767590117,1000,43,29.6675480674136,1000,43,187.762726349645,1000,43,1.21458568695451,1000,43,3.96532562789709,1000,43,2.54131786274203,1000,43,1.91604119940706,1000,43,1.05677765877093,1000,43,5.60356407384721,1000,43,0.945123530379987,1000,43,1.00065540483257,1000,43,0.955891888494412,1000,43,0.8459273466534,1000
"44",44,0.516593184435643,1000,44,1.20401840740239,1000,44,3.45457563225918,1000,44,8.59118067071205,1000,44,3.23665302594221,1000,44,3.1798684430464,1000,44,3.31730416187406,1000,44,5.48844231470329,1000,44,3.91538701782212,1000,44,253.932517914726,1000,44,1.24315581650405,1000,44,3.13413852853217,1000,44,2.42001347607324,1000,44,1.89460105162868,1000,44,1.25280465273307,1000,44,2.46703881615629,1000,44,1.1869308502499,1000,44,0.80837020615562,1000,44,0.740747912641627,1000,44,1.05724994645009,1000
"45",45,0.436511995557843,1000,45,1.56690473877208,1000,45,1.85790663790111,1000,45,4.53717610945899,1000,45,2.02334809516376,1000,45,10.5412395003049,1000,45,4.55970533340174,1000,45,11.0903934747362,1000,45,15.9691780688684,1000,45,178.942890329985,1000,45,0.922507893544651,1000,45,1.88885136593722,1000,45,1.2828050933833,1000,45,0.827534563825568,1000,45,1.31895422571711,1000,45,2.2517604356953,1000,45,0.934082721378178,1000,45,1.21763525636824,1000,45,1.17219097431206,1000,45,0.893289145982931,1000
"46",46,0.746314364708503,1000,46,1.66037447292457,1000,46,4.7099440479129,1000,46,2.88447935553257,1000,46,0.783789276436182,1000,46,7.36257057389945,1000,46,12.0491485822839,1000,46,9.37526329146121,1000,46,14.8194462529588,1000,46,223.384540136752,1000,46,1.10076193113888,1000,46,2.80763777150139,1000,46,0.928720213557587,1000,46,1.54084361271693,1000,46,3.72689755683881,1000,46,2.03834548304083,1000,46,0.882090466189175,1000,46,1.03657566768146,1000,46,0.907038015573272,1000,46,1.2429612575246,1000
"47",47,0.573625148551188,1000,47,2.69290709966684,1000,47,1.2408672344047,1000,47,3.04353363776051,1000,47,3.57133900054322,1000,47,3.80678045825739,1000,47,10.9069826537474,1000,47,10.4666838344314,1000,47,10.1157638139705,1000,47,189.781007589035,1000,47,1.03105436491296,1000,47,1.3314133824729,1000,47,2.5745419710177,1000,47,1.05264623426067,1000,47,1.17818956783033,1000,47,15.0033418197526,1000,47,2.55263750232881,1000,47,1.8137645480254,1000,47,0.969580224011671,1000,47,1.86465386716975,1000
